clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A24	A25	A26	A27	A28	A2	A30	A34	A35	A38	A39	A3	A40	A4	A5	A6	A7	A8	A9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_sp._DD4	12	10	20	9	14	5	1	2	40	74	5	149	117	1	37	99	7	1	13	23	5	221	5	10	16	16	5	29
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_sp._KH32C	41	10	28	5	16	6	5	4	51	98	3	111	34	3	45	176	8	3	8	2	7	58	5	6	28	4	6	26
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	369	251	847	139	302	154	202	109	1359	8000	229	3380	1259	164	1355	2184	520	162	282	298	236	4159	736	242	1275	435	187	391
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae	12	18	45	7	58	11	19	1	90	282	9	315	27	9	75	104	41	24	31	10	18	231	7	5	96	13	6	35
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Sulfuritortus	3	6	2	4	47	2	12	0	64	121	2	155	9	5	26	44	6	12	28	1	5	33	3	2	5	3	0	22
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Sulfuritortus|s__Sulfuritortus_calidifontis	3	6	2	4	47	2	12	0	64	121	2	155	9	5	26	44	6	12	28	1	5	33	3	2	5	3	0	22
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus	9	12	43	3	11	9	6	1	25	161	7	159	18	4	49	59	34	12	3	9	13	198	4	3	90	10	6	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae|g__Thiobacillus|s__Thiobacillus_denitrificans	9	12	43	3	11	9	6	1	25	161	7	159	18	4	49	59	34	12	3	9	13	198	4	3	90	10	6	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae	32	33	88	23	61	17	18	10	216	1125	21	286	144	18	147	266	55	12	54	25	20	312	96	26	81	32	29	50
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Ferriphaselus	2	4	17	3	6	11	3	1	47	136	8	42	10	11	14	13	3	3	6	2	3	26	22	7	6	4	17	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Ferriphaselus|s__Ferriphaselus_amnicola	2	4	17	3	6	11	3	1	47	136	8	42	10	11	14	13	3	3	6	2	3	26	22	7	6	4	17	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sulfuricella	5	7	11	5	4	1	3	1	35	92	3	29	9	1	13	35	4	3	13	7	0	53	4	2	3	8	1	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sulfuricella|s__Sulfuricella_denitrificans	5	7	11	5	4	1	3	1	35	92	3	29	9	1	13	35	4	3	13	7	0	53	4	2	3	8	1	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sideroxydans	7	12	14	7	21	0	6	1	18	170	1	71	23	2	22	62	8	0	7	6	3	30	15	5	24	13	1	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sideroxydans|s__Sideroxydans_lithotrophicus	7	12	14	7	21	0	6	1	18	170	1	71	23	2	22	62	8	0	7	6	3	30	15	5	24	13	1	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Gallionella	7	2	19	3	11	2	3	3	49	226	5	72	48	1	57	91	25	5	15	3	11	159	30	9	26	4	4	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Gallionella|s__Gallionella_capsiferriformans	7	2	19	3	11	2	3	3	49	226	5	72	48	1	57	91	25	5	15	3	11	159	30	9	26	4	4	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sulfuriferula	10	8	25	5	18	3	3	4	66	499	3	71	53	3	40	63	14	1	12	6	3	42	24	3	21	3	5	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Sulfuriferula|s__Sulfuriferula_sp._AH1	10	8	25	5	18	3	3	4	66	499	3	71	53	3	40	63	14	1	12	6	3	42	24	3	21	3	5	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	78	65	206	33	52	35	52	26	344	2185	54	852	164	46	327	658	94	24	69	78	72	881	214	56	285	41	58	90
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira	27	19	58	13	15	9	9	6	102	276	19	176	29	23	43	226	22	6	14	25	19	213	35	32	66	9	39	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_briensis	1	4	13	4	3	6	2	3	53	81	4	73	13	18	12	47	7	3	2	11	13	56	19	4	35	0	28	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_multiformis	11	4	40	6	4	0	5	2	21	92	10	62	9	5	15	85	13	0	5	11	3	113	9	22	16	7	11	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_lacus	15	11	5	3	8	3	2	1	28	102	5	41	7	0	16	94	2	3	7	3	3	43	7	6	15	2	0	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas	51	46	148	20	37	26	43	20	241	1908	35	675	134	23	284	432	72	18	55	53	53	668	178	24	219	32	19	76
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_ureae	4	10	49	5	7	0	5	3	45	92	9	94	35	1	23	97	9	1	9	21	14	61	17	6	44	3	3	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_eutropha	7	8	27	4	7	4	7	5	60	430	6	78	14	3	35	21	20	8	7	2	20	219	36	9	44	5	3	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_communis	8	9	11	2	1	3	8	1	31	329	5	57	32	4	37	61	3	2	10	9	2	146	32	2	15	20	4	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_europaea	13	8	15	4	12	10	14	2	43	332	7	319	17	7	61	194	7	3	21	3	5	27	18	3	61	0	3	24
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_sp._AL212	3	8	35	0	4	0	2	2	29	191	2	51	30	5	78	21	9	2	0	1	1	84	22	0	9	3	3	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_sp._Is79A3	15	2	10	4	5	7	6	6	30	531	5	73	5	2	47	36	22	1	7	15	10	127	51	3	44	0	2	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	112	83	309	44	86	68	90	52	541	3945	124	1503	621	76	667	424	271	83	104	142	70	1405	371	131	679	285	66	121
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|s__Methylomonas_clara	3	3	2	0	9	1	2	1	29	272	4	69	18	0	41	42	3	3	4	3	5	20	14	3	39	6	1	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylobacillus	8	3	62	11	9	32	6	2	21	222	10	144	69	37	85	32	83	7	7	4	3	100	21	18	91	211	34	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylobacillus|s__Methylobacillus_flagellatus	8	3	62	11	9	32	6	2	21	222	10	144	69	37	85	32	83	7	7	4	3	100	21	18	91	211	34	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus	12	14	46	3	6	8	22	10	113	676	23	274	57	6	185	63	34	22	20	29	18	379	55	30	179	14	5	25
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus|s__Methylophilus_medardicus	1	7	20	2	3	2	16	7	78	475	10	124	28	2	101	11	16	11	13	20	8	236	44	16	65	10	0	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus|s__Methylophilus_sp._TWE2	10	7	25	1	3	6	5	3	35	200	12	150	28	4	83	52	17	10	7	9	10	143	11	14	114	4	5	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylovorus	12	12	6	4	5	6	9	7	40	191	8	242	117	1	23	70	8	5	5	10	3	247	28	9	73	23	0	11
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylovorus|s__Methylovorus_glucosotrophus	6	9	1	3	4	6	6	6	5	86	1	125	107	1	15	60	5	3	4	6	1	208	21	4	37	21	0	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylovorus|s__Methylovorus_sp._MP688	6	2	4	1	1	0	2	1	35	105	6	117	10	0	8	10	2	2	1	3	2	38	6	5	35	2	0	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera	13	15	80	11	20	4	10	7	77	1144	21	177	68	5	108	64	43	7	20	21	5	73	86	13	57	10	7	20
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_versatilis	5	8	63	8	7	2	1	4	20	443	7	79	50	2	44	21	26	4	9	10	3	44	26	7	35	3	5	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_mobilis	8	6	17	3	13	2	9	3	57	701	14	97	17	3	63	43	17	3	10	10	2	29	59	6	21	7	2	11
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus	62	35	110	13	35	16	39	24	259	1438	57	596	291	26	222	150	98	37	45	72	34	583	165	55	238	18	18	49
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus|s__Candidatus_Methylopumilus_rimovensis	0	0	16	1	1	1	14	2	34	55	7	57	3	11	34	6	31	2	19	0	7	17	15	8	23	1	6	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus|s__Candidatus_Methylopumilus_universalis	7	15	24	3	16	4	12	5	115	503	26	343	27	9	47	41	24	23	15	13	14	148	55	24	136	6	2	11
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus|s__Candidatus_Methylopumilus_turicensis	7	8	17	3	10	8	5	5	47	174	3	72	24	3	48	19	5	5	5	16	2	52	21	10	44	2	4	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Candidatus_Methylopumilus|s__Candidatus_Methylopumilus_planktonicus	47	11	51	5	7	2	7	11	62	704	20	122	236	2	91	83	37	7	6	42	10	364	73	12	34	8	5	27
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae	133	50	198	30	43	20	21	18	166	461	20	422	301	13	137	731	57	18	22	41	54	1328	46	23	131	63	27	92
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Methyloversatilis	9	7	23	9	6	3	2	2	13	28	5	50	169	2	16	70	3	4	4	7	4	263	6	2	13	13	1	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Methyloversatilis|s__Methyloversatilis_sp._RAC08	9	7	23	9	6	3	2	2	13	28	5	50	169	2	16	70	3	4	4	7	4	263	6	2	13	13	1	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Denitratisoma	26	15	31	2	4	1	5	0	29	55	2	86	14	1	16	77	4	3	3	0	5	39	7	3	34	12	6	19
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Denitratisoma|s__Denitratisoma_sp._DHT3	26	15	31	2	4	1	5	0	29	55	2	86	14	1	16	77	4	3	3	0	5	39	7	3	34	12	6	19
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Sulfuritalea	30	9	17	10	12	10	5	5	26	59	1	28	12	1	15	100	28	4	4	23	9	30	10	7	5	5	1	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Sulfuritalea|s__Sulfuritalea_hydrogenivorans	30	9	17	10	12	10	5	5	26	59	1	28	12	1	15	100	28	4	4	23	9	30	10	7	5	5	1	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|s__Sterolibacteriaceae_bacterium_J5B	14	7	33	2	12	3	7	9	61	179	7	146	41	1	32	287	14	5	10	8	27	346	17	7	37	6	0	26
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|s__Sterolibacteriaceae_bacterium_M52	53	11	93	6	8	3	1	1	34	138	4	110	63	7	57	194	6	2	0	2	8	648	5	4	42	26	19	24
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	7576	25184	34709	6880	55227	8933	16423	1066	78001	282984	6948	402305	30132	2326	37951	151274	6626	37491	37637	1598	15023	41143	14220	13464	11306	21142	2302	68132
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	62	18	117	19	24	7	6	7	91	155	18	442	98	14	173	260	59	9	15	22	26	389	13	19	78	18	29	21
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	62	18	117	19	24	7	6	7	91	155	18	442	98	14	173	260	59	9	15	22	26	389	13	19	78	18	29	21
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_sp._KGMB03119	23	8	55	6	11	3	2	4	39	84	11	152	39	3	33	97	36	2	3	8	15	156	4	5	17	11	2	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_megalosphaeroides	38	10	62	12	12	4	3	3	52	71	7	290	59	11	139	162	23	7	11	14	11	233	9	14	61	7	27	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|s__[Polyangium]_brachysporum	3	18	15	12	10	2	3	0	26	46	6	110	30	3	34	79	3	1	6	1	1	76	4	6	7	19	1	47
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|s__Burkholderiales_bacterium_YL45	6	2	35	6	4	1	1	4	48	60	29	70	7	3	22	95	61	2	1	8	21	34	12	36	25	2	3	16
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|s__Burkholderiales_bacterium_GJ-E10	9	8	14	5	117	2	7	2	47	133	3	70	10	0	25	121	4	5	26	5	4	87	14	3	11	4	1	36
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|s__Burkholderiales_bacterium_JOSHI_001	15	11	10	6	40	2	9	0	35	218	3	263	24	19	43	84	7	5	26	0	7	48	5	13	17	14	20	24
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Leptothrix	4	14	32	16	18	1	5	1	15	20	4	216	32	10	51	96	7	6	6	1	9	51	2	7	17	10	8	32
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Leptothrix|s__Leptothrix_cholodnii	4	14	32	16	18	1	5	1	15	20	4	216	32	10	51	96	7	6	6	1	9	51	2	7	17	10	8	32
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Mitsuaria	8	10	50	2	8	4	0	3	25	23	1	169	44	6	22	70	0	12	2	0	12	162	2	8	15	12	7	27
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Mitsuaria|s__Mitsuaria_sp._7	8	10	50	2	8	4	0	3	25	23	1	169	44	6	22	70	0	12	2	0	12	162	2	8	15	12	7	27
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Inhella	12	14	34	5	16	0	7	3	20	52	3	299	47	0	17	36	7	11	12	5	6	48	6	1	51	7	1	25
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Inhella|s__Inhella_inkyongensis	12	14	34	5	16	0	7	3	20	52	3	299	47	0	17	36	7	11	12	5	6	48	6	1	51	7	1	25
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Methylibium	14	12	23	10	22	8	5	3	43	130	12	266	19	5	46	99	15	12	8	8	8	36	3	14	19	13	0	50
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Methylibium|s__Methylibium_petroleiphilum	9	3	20	2	13	4	1	1	32	96	5	148	7	5	20	71	4	8	3	3	0	18	2	11	9	9	0	24
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Methylibium|s__Methylibium_sp._Pch-M	5	8	2	7	9	4	3	1	11	33	6	118	11	0	26	28	10	3	5	5	8	18	1	3	9	4	0	26
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rubrivivax	19	12	9	11	21	3	4	1	25	146	9	181	33	4	26	105	9	3	16	0	21	36	10	10	20	15	1	46
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rubrivivax|s__Rubrivivax_gelatinosus	19	12	9	11	21	3	4	1	25	146	9	181	33	4	26	105	9	3	16	0	21	36	10	10	20	15	1	46
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Roseateles	23	15	42	9	25	2	16	1	24	85	8	208	28	3	25	138	8	8	21	0	15	229	9	4	47	14	5	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Roseateles|s__Roseateles_depolymerans	23	15	42	9	25	2	16	1	24	85	8	208	28	3	25	138	8	8	21	0	15	229	9	4	47	14	5	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rhizobacter	26	19	24	9	20	5	9	5	47	76	4	136	20	6	42	107	8	6	5	10	4	154	13	10	12	16	5	37
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rhizobacter|s__Rhizobacter_gummiphilus	26	19	24	9	20	5	9	5	47	76	4	136	20	6	42	107	8	6	5	10	4	154	13	10	12	16	5	37
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas	33	48	76	29	70	22	24	8	90	522	19	809	93	26	116	235	60	14	41	11	26	418	35	21	84	24	20	108
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas|s__Thiomonas_arsenitoxydans	2	12	25	12	9	9	6	0	26	8	8	171	4	8	26	47	23	3	8	5	4	13	1	5	19	0	7	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas|s__Thiomonas_intermedia	11	19	31	5	42	3	12	3	37	271	4	406	47	3	33	90	10	4	24	4	9	36	15	12	30	16	3	39
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas|s__Thiomonas_sp._X19	19	16	19	11	17	8	5	4	27	242	6	232	41	14	56	97	25	6	8	1	11	368	17	3	35	7	9	60
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Paucibacter	41	18	143	21	39	1	12	17	56	434	4	437	368	12	106	257	20	13	30	27	7	748	7	12	49	33	33	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Paucibacter|s__Paucibacter_sp._KCTC_42545	41	18	143	21	39	1	12	17	56	434	4	437	368	12	106	257	20	13	30	27	7	748	7	12	49	33	33	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Aquabacterium	42	7	47	9	22	11	10	1	47	122	21	223	52	8	90	179	17	15	14	4	42	82	13	16	44	17	14	33
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Aquabacterium|s__Aquabacterium_olei	42	7	47	9	22	11	10	1	47	122	21	223	52	8	90	179	17	15	14	4	42	82	13	16	44	17	14	33
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Sphaerotilus	46	4	40	7	20	1	5	2	31	159	8	182	24	10	51	122	17	16	7	5	12	43	6	15	7	10	2	44
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Sphaerotilus|s__Sphaerotilus_natans	46	4	40	7	20	1	5	2	31	159	8	182	24	10	51	122	17	16	7	5	12	43	6	15	7	10	2	44
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	468	315	800	218	405	119	177	78	985	5824	192	3865	1986	138	1239	3197	327	166	329	169	271	6261	489	225	858	426	161	745
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum	9	13	18	6	10	1	2	0	28	28	6	117	29	0	25	23	11	3	4	3	5	41	4	6	51	4	1	23
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|s__Noviherbaspirillum_sp._UKPF54	9	13	18	6	10	1	2	0	28	28	6	117	29	0	25	23	11	3	4	3	5	41	4	6	51	4	1	23
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium	14	11	21	5	9	1	10	3	73	507	18	137	37	1	24	72	19	5	9	10	7	228	51	9	40	5	6	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_parvum	14	11	21	5	9	1	10	3	73	507	18	137	37	1	24	72	19	5	9	10	7	228	51	9	40	5	6	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	15	12	27	3	9	3	7	2	38	75	13	209	117	14	33	115	2	14	6	5	18	649	14	15	30	11	8	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	15	12	27	3	9	3	7	2	38	75	13	209	117	14	33	115	2	14	6	5	18	649	14	15	30	11	8	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herminiimonas	46	14	11	5	33	6	10	6	56	601	8	447	219	3	44	604	11	3	15	15	12	281	34	4	99	15	0	20
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herminiimonas|s__Herminiimonas_arsenitoxidans	15	5	6	1	12	6	6	4	18	526	2	273	95	1	31	162	7	2	11	11	4	47	30	2	61	7	0	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herminiimonas|s__Herminiimonas_arsenicoxydans	30	8	4	4	20	0	4	2	38	75	6	173	124	2	13	442	3	1	3	4	7	234	4	2	37	8	0	13
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas	53	36	101	27	56	6	24	7	121	1698	21	388	179	12	188	268	31	19	42	18	57	519	107	44	111	41	23	88
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_fungivorans	5	18	26	3	12	1	9	2	28	75	6	91	37	1	22	76	2	6	9	1	17	113	7	7	10	16	2	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_pratensis	16	9	26	6	17	3	6	1	15	659	2	105	25	0	17	106	5	5	6	1	5	56	38	6	19	5	0	24
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_arenae	31	8	48	18	26	2	8	3	77	963	13	191	116	11	148	85	24	8	25	16	34	349	61	30	81	19	21	32
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium	88	59	109	44	95	25	44	18	204	663	31	905	419	29	228	615	94	18	83	48	45	467	88	43	133	71	26	163
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_svalbardensis	11	5	36	11	12	4	0	1	5	59	4	110	32	0	27	44	40	5	6	9	0	102	26	7	45	9	2	21
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_agaricidamnosum	9	15	16	9	12	9	7	1	26	43	3	136	73	2	70	51	13	1	12	9	6	87	8	5	16	14	7	32
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._17J80-10	1	9	5	3	17	4	4	3	23	26	5	84	21	0	14	40	0	2	6	10	1	43	6	1	9	9	0	10
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp._SNU_WT3	4	8	14	6	13	1	7	1	35	148	4	134	47	7	21	138	9	0	8	0	0	50	17	5	15	6	7	18
