clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A2	A3	A4	A5	A6	A7	A8	A9	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_nigrifaciens	0	0	14	0	0	8	0	0	13	11	0	7	4	13	0	0	18	202	144	122	18	6	0	12	45	7	0	9	16	5	10	6	0	0	0	0	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._Bsw20308	0	0	6	0	0	1	0	0	7	4	0	17	1	0	0	0	13	13	22	18	0	6	6	0	5	8	6	0	0	0	11	3	6	0	0	4	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_carrageenovora	0	2	6	13	10	0	8	3	66	35	14	48	4	23	6	7	17	70	33	120	4	2	0	2	27	3	0	1	1	14	6	0	8	0	4	6	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._SM9913	0	6	7	11	5	20	6	4	79	37	8	37	32	26	0	0	29	4	36	7	0	30	0	6	3	0	0	0	0	0	10	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._1_2015MBL_MicDiv	0	4	6	2	0	1	7	0	22	41	0	30	0	12	0	0	4	138	3	99	23	10	0	12	25	0	0	0	18	20	58	6	6	0	5	0	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._13-15	0	26	0	0	0	0	5	0	29	9	0	25	0	8	0	0	0	201	57	1805	353	5	13	42	17	14	0	13	9	32	28	12	0	9	22	17	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_translucida	1	4	4	5	0	1	7	0	20	6	9	8	7	1	3	0	1	489	402	253	74	8	0	1	8	1	1	1	4	17	1	0	13	5	1	3	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_marina	2	2	2	0	1	0	8	0	29	94	4	16	10	21	2	0	13	65	4	14	64	14	3	4	3	12	16	44	0	5	1	8	11	0	5	0	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_espejiana	1	1	5	1	4	0	6	1	35	16	8	37	17	35	4	2	10	59	13	80	13	20	7	22	8	0	1	17	20	25	6	8	9	1	1	11	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_haloplanktis	6	0	0	0	0	0	0	0	0	6	0	24	4	0	0	0	0	6	0	15	8	0	3	0	2	4	0	0	8	5	3	0	20	0	7	0	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_agarivorans	10	2	37	4	8	2	5	0	29	65	0	13	25	30	0	7	0	5	27	50	1	14	7	2	7	7	1	1	2	6	4	0	0	4	2	4	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_issachenkonii	24	12	23	0	14	8	33	6	28	76	0	193	12	52	6	11	12	184	212	152	29	0	0	4	7	0	0	0	7	5	54	0	0	0	78	8	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_ruthenica	4	5	14	2	9	0	5	8	40	31	5	37	3	13	4	4	16	148	115	478	111	27	6	9	12	8	0	7	27	30	30	4	8	3	46	7	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_rubra	4	7	24	14	6	15	0	4	42	41	5	8	36	26	4	2	6	529	276	73	65	20	8	21	14	6	0	4	14	14	13	0	5	3	1	10	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_arctica	7	18	3	8	9	0	7	4	47	35	11	35	20	39	20	0	15	384	322	526	210	102	14	27	49	14	4	42	35	27	56	33	7	5	19	6	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_piratica	7	17	49	10	8	8	2	5	23	34	2	27	12	10	4	39	8	89	70	69	78	5	4	3	8	14	1	11	21	7	11	6	8	1	6	9	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_tunicata	7	6	14	2	4	1	13	2	101	59	5	60	4	62	15	0	36	326	174	306	49	10	5	6	12	16	0	14	8	17	8	4	33	1	3	13	16
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_aliena	8	5	6	3	15	0	11	0	65	66	10	52	3	13	2	0	25	252	283	165	48	55	5	4	18	9	1	3	11	14	14	15	4	1	9	12	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_donghaensis	8	4	17	7	6	7	21	3	35	82	6	57	19	8	4	1	16	200	189	1029	199	34	10	6	44	12	8	28	16	20	69	8	13	1	7	20	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_piscicida	10	12	33	7	7	2	10	0	34	53	24	88	9	29	0	6	16	146	137	500	65	26	1	16	33	2	2	22	47	22	29	9	12	3	5	4	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_luteoviolacea	10	29	37	10	31	3	17	7	76	136	18	82	16	212	11	34	27	883	275	678	399	28	17	31	48	17	9	23	61	34	37	13	22	5	42	25	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_atlantica	17	7	51	12	16	16	25	7	75	65	13	45	26	183	16	0	30	255	192	663	576	164	12	64	79	44	5	12	20	45	51	10	4	3	7	19	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_phenolica	11	13	13	9	7	3	8	3	34	47	3	46	10	27	3	1	20	203	45	716	73	27	7	35	22	3	2	9	27	48	39	5	10	5	9	7	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_spongiae	13	7	69	12	8	4	21	4	160	145	22	117	22	65	12	3	50	114	166	188	279	51	6	14	45	10	1	7	25	82	26	7	29	1	13	6	20
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._NC201	1	3	7	2	0	6	6	2	25	6	2	4	1	14	1	1	8	19	22	39	17	10	3	1	1	9	0	0	11	16	15	0	1	1	0	3	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._DL-6	2	3	31	10	5	36	17	1	63	115	18	25	16	44	7	42	14	659	103	486	79	41	8	8	13	7	0	12	0	2	14	6	3	0	8	7	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._16-SW-7	4	7	19	5	9	7	11	18	63	59	18	40	30	41	0	0	14	118	84	53	102	28	5	6	13	11	0	15	10	16	15	6	3	3	0	1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._R3	5	1	26	4	7	14	5	0	40	80	12	43	9	127	0	11	22	131	176	114	51	34	1	8	7	15	0	9	17	4	14	1	8	2	3	3	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp._A25	7	4	39	3	2	6	10	5	51	58	8	22	5	44	1	5	11	68	19	383	60	26	10	14	22	21	1	9	16	5	29	3	6	1	5	15	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	343	245	751	159	296	164	320	114	1661	1650	267	1360	378	1489	260	129	730	9738	4699	13330	4590	1867	174	536	666	363	93	442	548	748	782	249	429	99	382	374	338
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Parashewanella	3	21	95	9	14	15	10	1	115	86	14	81	13	36	24	3	66	583	200	1216	252	35	12	29	43	26	2	44	44	47	56	18	24	8	57	18	18
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Parashewanella|s__Parashewanella_sp._MEBiC05444	1	11	79	0	4	3	4	1	48	18	5	63	8	11	22	1	45	407	119	1147	186	9	5	15	32	16	0	19	26	17	37	15	11	3	52	10	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Parashewanella|s__Parashewanella_spongiae	2	10	15	9	10	12	6	0	67	68	9	18	5	25	2	2	21	176	81	68	65	25	7	14	11	10	2	25	17	30	18	3	12	5	5	8	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella	340	224	656	150	282	149	310	113	1545	1564	252	1279	364	1452	235	126	664	9154	4499	12113	4337	1832	162	507	622	337	91	397	504	700	725	231	404	90	324	356	320
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_decolorationis	0	0	7	2	2	5	3	13	17	3	3	4	9	9	1	1	7	75	25	74	17	31	0	0	1	1	0	1	2	4	4	0	0	0	0	1	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._W3-18-1	0	0	10	0	14	0	0	0	11	0	0	6	0	23	0	0	11	9	100	0	329	15	0	0	0	4	2	0	0	0	0	0	15	0	0	0	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._MR-4	0	0	3	0	9	0	13	0	20	28	0	1	0	3	18	0	12	2	2	71	7	0	0	27	4	1	0	2	0	0	2	0	0	0	0	7	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._SM1901	0	0	5	5	2	4	6	1	31	3	4	59	5	23	0	4	17	128	27	179	181	17	2	0	9	6	5	0	8	3	8	4	8	1	7	16	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_bicestrii	0	3	16	7	14	31	10	3	36	230	0	10	30	165	4	0	13	1108	351	8	45	24	5	2	6	0	0	0	19	52	21	1	10	0	3	2	29
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._MR-7	0	2	5	0	8	0	3	0	30	9	1	23	6	9	3	3	26	557	168	598	248	119	0	4	20	9	3	15	43	72	22	3	32	1	4	3	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_benthica	3	2	90	2	0	0	4	0	13	6	3	9	2	10	13	2	3	138	6	528	69	4	1	4	18	9	0	9	1	7	13	3	5	1	1	23	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_halifaxensis	3	3	23	2	2	0	6	4	32	34	3	20	4	8	5	1	66	293	104	345	130	49	4	11	42	11	0	9	11	14	31	5	21	3	3	7	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_pealeana	4	12	9	3	6	0	11	2	28	33	9	51	4	29	10	6	4	105	206	558	73	2	2	5	19	9	1	17	8	10	7	0	4	3	23	9	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_putrefaciens	29	15	39	10	15	6	24	8	136	35	64	23	31	145	9	0	3	304	220	2334	205	148	22	0	72	74	44	13	23	56	51	69	23	26	67	8	37
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_baltica	19	27	82	42	19	24	37	6	157	152	15	300	14	56	39	24	122	703	343	673	390	314	1	267	42	41	2	41	27	53	98	6	36	4	25	57	16
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_marisflavi	5	5	14	2	5	5	18	2	32	22	9	27	14	36	8	3	17	415	220	244	24	44	1	11	38	6	2	3	8	18	4	3	8	2	4	7	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_loihica	6	5	11	3	8	12	1	0	42	17	6	15	2	75	1	2	10	307	79	55	185	7	2	1	2	3	0	2	7	10	4	1	9	2	4	16	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_japonica	6	5	10	1	7	2	2	1	22	13	4	27	5	18	3	4	16	142	36	89	116	16	7	1	11	7	1	4	17	30	11	2	14	2	5	6	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_woodyi	7	3	11	6	5	8	6	7	76	46	5	48	7	58	9	1	23	192	63	639	59	33	6	8	17	6	1	10	17	12	36	2	9	1	8	9	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_oneidensis	9	3	42	8	7	2	2	1	21	95	0	18	6	46	0	1	11	105	38	150	222	17	1	4	1	2	0	4	16	10	5	3	13	0	8	15	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_violacea	10	0	9	6	6	1	5	0	23	14	2	18	3	16	7	22	5	89	15	111	39	10	3	1	14	4	1	13	13	4	12	1	7	1	0	4	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_denitrificans	9	5	10	1	3	0	15	9	34	79	13	43	16	32	6	1	28	79	45	44	61	10	3	18	22	9	0	19	36	41	21	4	5	1	24	7	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sediminis	9	7	22	3	11	2	4	6	52	40	15	30	32	36	4	2	7	194	72	258	42	8	5	10	20	20	0	26	12	48	28	13	13	1	2	21	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_psychrophila	11	2	14	0	10	3	5	3	44	33	5	35	5	4	2	0	13	345	265	202	72	158	4	11	5	4	2	11	9	20	20	0	8	0	0	5	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_donghaensis	11	5	26	3	10	1	8	2	84	44	3	44	14	243	26	1	17	472	394	249	185	76	10	5	34	10	0	13	22	34	31	7	12	4	6	5	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_algae	16	8	21	3	12	4	3	2	28	21	3	27	6	23	3	0	23	407	126	867	343	385	4	4	35	4	2	9	29	32	15	4	19	6	4	5	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_livingstonensis	16	4	11	0	7	3	6	2	25	27	2	27	6	10	4	2	14	155	65	110	52	7	3	7	13	5	0	8	10	8	19	2	8	4	3	23	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_amazonensis	16	4	16	2	6	8	5	3	79	40	5	32	10	28	4	3	10	112	99	115	79	17	2	10	12	7	1	3	13	25	9	9	7	1	8	12	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_frigidimarina	23	12	8	3	4	4	10	1	35	59	1	57	7	32	5	6	35	40	55	109	30	26	5	11	14	13	0	6	17	16	16	4	8	1	7	17	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_piezotolerans	35	20	7	7	9	1	11	9	52	35	8	8	11	9	3	5	12	127	82	580	136	38	10	0	22	2	1	2	3	8	8	4	5	1	4	6	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._ANA-3	3	6	7	2	4	0	1	0	11	6	3	3	6	16	1	6	5	100	46	176	24	0	9	12	21	6	0	82	47	16	36	38	2	0	6	3	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._FDAARGOS_354	4	13	19	8	12	1	24	5	48	60	7	81	15	33	5	1	24	781	335	391	173	71	5	4	15	5	0	2	9	6	10	0	41	6	10	11	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._WE21	3	1	7	1	1	2	3	2	29	11	2	14	1	45	0	1	7	171	12	154	124	4	0	1	10	1	0	2	3	1	27	3	1	0	6	5	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._YLB-06	2	11	5	0	7	2	11	1	33	75	2	16	4	61	0	1	15	209	98	197	67	26	2	10	13	9	0	10	3	9	9	9	10	1	2	8	14
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._Pdp11	11	0	29	3	4	0	0	0	47	107	4	2	12	9	0	0	8	192	122	130	54	8	7	4	3	7	0	0	5	7	32	0	6	1	10	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._MEBiC00475	12	10	24	0	6	0	3	1	37	17	8	8	9	21	1	1	8	105	164	212	134	0	4	20	11	9	0	1	3	12	29	2	4	1	16	0	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._TH2012	9	4	8	1	7	0	14	4	33	54	4	28	1	22	13	2	7	145	43	79	59	28	1	9	7	2	0	5	11	9	7	3	0	1	12	2	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._M2	9	6	10	2	6	7	8	2	31	32	7	30	9	23	5	13	6	34	44	188	55	8	4	2	6	5	8	23	7	10	15	7	7	1	6	8	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._SNU_WT4	12	4	4	1	8	4	6	0	55	25	11	53	19	31	3	0	24	176	65	357	64	30	2	5	14	2	2	10	8	8	19	2	7	6	15	5	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_sp._D4-2	13	7	6	5	11	0	5	3	42	40	12	64	24	25	11	2	16	622	350	1021	227	65	16	13	15	17	11	7	20	22	29	11	13	0	9	10	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	493	275	914	129	288	144	256	131	1552	1466	259	1099	360	1214	281	282	613	8995	4489	18917	4892	1808	184	394	808	269	89	294	543	618	741	165	330	74	361	321	281
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Hydrocarboniclastica	2	8	12	0	10	29	2	1	23	23	6	56	22	51	2	36	93	234	105	923	97	62	5	12	19	4	1	6	20	11	24	3	4	0	9	11	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Hydrocarboniclastica|s__Hydrocarboniclastica_marina	2	8	12	0	10	29	2	1	23	23	6	56	22	51	2	36	93	234	105	923	97	62	5	12	19	4	1	6	20	11	24	3	4	0	9	11	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Agarivorans	9	10	29	0	10	3	7	2	37	35	4	42	7	30	0	2	17	671	278	1483	49	191	2	12	29	5	1	4	18	12	27	7	13	0	8	7	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Agarivorans|s__Agarivorans_gilvus	9	10	29	0	10	3	7	2	37	35	4	42	7	30	0	2	17	671	278	1483	49	191	2	12	29	5	1	4	18	12	27	7	13	0	8	7	15
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola	9	4	34	4	4	1	8	3	67	67	4	15	5	16	5	43	16	122	23	606	83	28	6	8	15	7	4	4	13	5	19	1	20	4	5	2	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola|s__Paraglaciecola_psychrophila	9	4	34	4	4	1	8	3	67	67	4	15	5	16	5	43	16	122	23	606	83	28	6	8	15	7	4	4	13	5	19	1	20	4	5	2	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Catenovulum	11	20	31	10	20	8	24	16	150	126	16	94	29	139	28	6	37	360	222	1729	194	105	22	24	60	29	9	20	32	36	74	9	46	11	52	21	34
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Catenovulum|s__Catenovulum_sp._CCB-QB4	2	7	9	1	10	2	12	5	51	40	7	50	9	31	12	1	17	152	94	1524	91	67	16	18	51	18	8	16	28	14	49	7	26	11	48	15	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Catenovulum|s__Catenovulum_sediminis	9	13	22	9	10	6	12	11	98	86	9	44	20	108	16	5	20	207	127	205	102	38	6	6	9	11	1	4	4	22	25	2	20	0	4	6	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Lacimicrobium	18	11	24	0	10	2	9	4	40	32	5	27	19	31	21	3	17	175	285	1268	178	213	5	6	21	8	2	13	18	32	19	3	13	0	2	8	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Lacimicrobium|s__Lacimicrobium_alkaliphilum	18	11	24	0	10	2	9	4	40	32	5	27	19	31	21	3	17	175	285	1268	178	213	5	6	21	8	2	13	18	32	19	3	13	0	2	8	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas	83	30	170	21	32	21	20	33	210	203	47	190	41	176	64	29	51	859	408	808	330	92	13	23	30	23	5	16	40	69	30	10	42	9	24	28	49
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas|s__Salinimonas_sediminis	4	3	36	1	7	1	7	1	60	43	10	34	4	43	12	2	11	106	24	27	84	1	0	1	3	3	2	1	5	4	9	0	4	4	4	4	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas|s__Salinimonas_lutimaris	38	9	53	12	9	11	4	9	75	59	23	50	13	46	13	22	13	223	31	81	46	28	2	2	8	3	1	4	4	11	7	0	3	1	3	13	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas|s__Salinimonas_sp._HMF8227	8	9	28	1	5	1	2	4	27	11	4	37	2	29	14	2	15	203	104	152	145	18	2	3	4	3	2	3	4	15	2	0	10	1	5	1	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Salinimonas|s__Salinimonas_sp._KX18D6	31	7	52	7	10	7	5	18	46	88	10	68	21	56	24	3	11	325	248	547	54	43	9	16	13	13	0	8	26	37	10	10	23	2	12	9	24
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas	93	88	287	50	80	30	108	30	439	436	69	328	108	352	68	82	149	3236	1646	7438	2167	585	90	157	363	104	31	128	235	260	322	55	103	23	125	105	79
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_sp._Mac1	0	0	0	0	0	0	0	0	0	0	0	0	11	65	0	2	0	14	22	163	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_addita	0	0	0	0	0	0	0	0	29	0	0	0	0	0	16	0	0	10	0	25	0	24	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
